"Sex","Race","State","Ethnicity","Age Group","First Year","Last Year","Cause of Death","Age in Years","Year","Deaths","Population","Crude Rate"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","55","","2313","1681389","137.56"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","55","2020","551","266962","206.4"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","55","","551","266962","206.4"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","55","2020","47","26950","174.4"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","55","","47","26950","174.4"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","55","2020","50","121886","41.02"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","55","","50","121886","41.02"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","55","2020","974","1708608","57.01"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","55","","974","1708608","57.01"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","55","2020","195","305805","63.77"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","55","","195","305805","63.77"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","55","2020","14","27601","50.72"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","55","","14","27601","50.72"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","55","2020","17","138655","12.26"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","55","","17","138655","12.26"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","56","2020","2467","1708689","144.38"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","56","","2467","1708689","144.38"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","56","2020","559","262333","213.09"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","56","","559","262333","213.09"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","56","2020","37","26617","139.01"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","56","","37","26617","139.01"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","56","2020","63","120944","52.09"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","56","","63","120944","52.09"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","56","2020","945","1753787","53.88"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","56","","945","1753787","53.88"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","56","2020","169","303240","55.73"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","56","","169","303240","55.73"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","56","2020","14","27600","50.72"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","56","","14","27600","50.72"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","56","2020","25","140671","17.77"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","56","","25","140671","17.77"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","57","2020","2397","1701697","140.86"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","57","","2397","1701697","140.86"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","57","2020","550","256557","214.38"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","57","","550","256557","214.38"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","57","2020","44","26036","169"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","57","","44","26036","169"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","57","2020","45","120412","37.37"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","57","","45","120412","37.37"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","57","2020","983","1758744","55.89"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","57","","983","1758744","55.89"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","57","2020","180","298151","60.37"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","57","","180","298151","60.37"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","57","2020","18","27139","66.33"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","57","","18","27139","66.33"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","57","2020","24","139126","17.25"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","57","","24","139126","17.25"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","58","2020","2458","1702536","144.37"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","58","","2458","1702536","144.37"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","58","2020","564","251127","224.59"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","58","","564","251127","224.59"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","58","2020","36","25254","142.55"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","58","","36","25254","142.55"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","58","2020","57","110741","51.47"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","58","","57","110741","51.47"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","58","2020","926","1767567","52.39"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","58","","926","1767567","52.39"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","58","2020","186","294129","63.24"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","58","","186","294129","63.24"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","58","2020","18","26939","66.82"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","58","","18","26939","66.82"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","58","2020","16","128322","12.47"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","58","","16","128322","12.47"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","59","2020","2347","1720702","136.4"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","59","","2347","1720702","136.4"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","59","2020","542","249178","217.52"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","59","","542","249178","217.52"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","59","2020","43","24736","173.84"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","59","","43","24736","173.84"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","59","2020","33","107182","30.79"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","59","","33","107182","30.79"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","59","2020","890","1797113","49.52"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","59","","890","1797113","49.52"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","59","2020","172","294352","58.43"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","59","","172","294352","58.43"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","59","2020","12","26772","44.82"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","59","","12","26772","44.82"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","59","2020","15","126850","11.82"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","59","","15","126850","11.82"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","60","2020","2237","1725525","129.64"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","60","","2237","1725525","129.64"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","60","2020","521","254279","204.89"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","60","","521","254279","204.89"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","60","2020","33","25029","131.85"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","60","","33","25029","131.85"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","60","2020","47","111793","42.04"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","60","","47","111793","42.04"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","60","2020","876","1797370","48.74"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","60","","876","1797370","48.74"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","60","2020","174","299109","58.17"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","60","","174","299109","58.17"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","60","2020","15","26745","56.09"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","60","","15","26745","56.09"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","60","2020","28","132245","21.17"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","60","","28","132245","21.17"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","61","2020","2152","1661239","129.54"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","61","","2152","1661239","129.54"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","61","2020","501","238682","209.9"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","61","","501","238682","209.9"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","61","2020","30","22935","130.8"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","61","","30","22935","130.8"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","61","2020","39","103332","37.74"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","61","","39","103332","37.74"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","61","2020","836","1749721","47.78"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","61","","836","1749721","47.78"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","61","2020","170","284452","59.76"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","61","","170","284452","59.76"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","61","2020","13","25060","51.88"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","61","","13","25060","51.88"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","61","2020","21","123555","17"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","61","","21","123555","17"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","62","2020","2030","1645700","123.35"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","62","","2030","1645700","123.35"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","62","2020","480","229187","209.44"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","62","","480","229187","209.44"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","62","2020","26","21903","118.71"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","62","","26","21903","118.71"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","62","2020","47","102810","45.72"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","62","","47","102810","45.72"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","62","2020","804","1747061","46.02"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","62","","804","1747061","46.02"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","62","2020","162","274350","59.05"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","62","","162","274350","59.05"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","62","2020","10","24299","41.15"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","62","","10","24299","41.15"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","62","2020","18","123123","14.62"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","62","","18","123123","14.62"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","63","2020","1932","1618534","119.37"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","63","","1932","1618534","119.37"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","63","2020","488","222114","219.71"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","63","","488","222114","219.71"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","63","2020","30","21516","139.43"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","63","","30","21516","139.43"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","63","2020","59","98548","59.87"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","63","","59","98548","59.87"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","63","2020","796","1731236","45.98"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","63","","796","1731236","45.98"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","63","2020","155","271741","57.04"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","63","","155","271741","57.04"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","63","2020","10","23612","42.35"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","63","","10","23612","42.35"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","63","2020","20","119191","16.78"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","63","","20","119191","16.78"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","64","2020","1883","1548216","121.62"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","64","","1883","1548216","121.62"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","64","2020","409","209574","195.16"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","64","","409","209574","195.16"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","64","2020","29","20131","144.06"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","64","","29","20131","144.06"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","64","2020","45","96459","46.65"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","64","","45","96459","46.65"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","64","2020","692","1669832","41.44"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","64","","692","1669832","41.44"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","64","2020","137","259603","52.77"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","64","","137","259603","52.77"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","64","2020","7","22653","30.9"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","64","","7","22653","30.9"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","64","2020","21","118114","17.78"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","64","","21","118114","17.78"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","65","2020","1651","1530882","107.85"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","65","","1651","1530882","107.85"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","65","2020","394","201756","195.29"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","65","","394","201756","195.29"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","65","2020","19","19368","98.1"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","65","","19","19368","98.1"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","65","2020","46","94570","48.64"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","65","","46","94570","48.64"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","65","2020","666","1659821","40.12"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","65","","666","1659821","40.12"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","65","2020","135","251645","53.65"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","65","","135","251645","53.65"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","65","2020","11","21560","51.02"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","65","","11","21560","51.02"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","65","2020","21","117818","17.82"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","65","","21","117818","17.82"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","66","2020","1569","1460837","107.4"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","66","","1569","1460837","107.4"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","66","2020","349","184279","189.39"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","66","","349","184279","189.39"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","66","2020","18","17582","102.38"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","66","","18","17582","102.38"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","66","2020","36","87870","40.97"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","66","","36","87870","40.97"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","66","2020","619","1603241","38.61"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","66","","619","1603241","38.61"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","66","2020","103","236422","43.57"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","66","","103","236422","43.57"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","66","2020","6","20061","29.91"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","66","","6","20061","29.91"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","66","2020","25","110118","22.7"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","66","","25","110118","22.7"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","67","2020","1583","1400891","113"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","67","","1583","1400891","113"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","67","2020","299","169111","176.81"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","67","","299","169111","176.81"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","67","2020","23","16360","140.59"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","67","","23","16360","140.59"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","67","2020","33","83823","39.37"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","67","","33","83823","39.37"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","67","2020","618","1548052","39.92"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","67","","618","1548052","39.92"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","67","2020","106","220239","48.13"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","67","","106","220239","48.13"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","67","2020","5","18631","26.84"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","67","","5","18631","26.84"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","67","2020","28","105129","26.63"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","67","","28","105129","26.63"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","68","2020","1418","1343447","105.55"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","68","","1418","1343447","105.55"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","68","2020","258","156776","164.57"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","68","","258","156776","164.57"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","68","2020","12","14819","80.98"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","68","","12","14819","80.98"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","68","2020","46","78605","58.52"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","68","","46","78605","58.52"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","68","2020","629","1488311","42.26"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","68","","629","1488311","42.26"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","68","2020","105","207920","50.5"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","68","","105","207920","50.5"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","68","2020","4","17316","23.1"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","68","","4","17316","23.1"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","68","2020","19","99888","19.02"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","68","","19","99888","19.02"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","69","2020","1420","1288688","110.19"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","69","","1420","1288688","110.19"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","69","2020","246","152284","161.54"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","69","","246","152284","161.54"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","69","2020","17","14328","118.65"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","69","","17","14328","118.65"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","69","2020","35","74075","47.25"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","69","","35","74075","47.25"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","69","2020","564","1439423","39.18"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","69","","564","1439423","39.18"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","69","2020","73","204795","35.65"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","69","","73","204795","35.65"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","69","2020","10","16580","60.31"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","69","","10","16580","60.31"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","69","2020","19","96346","19.72"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","69","","19","96346","19.72"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","70","2020","1321","1247187","105.92"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","70","","1321","1247187","105.92"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","70","2020","234","146809","159.39"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","70","","234","146809","159.39"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","70","2020","12","13879","86.46"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","70","","12","13879","86.46"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","70","2020","35","77211","45.33"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","70","","35","77211","45.33"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","70","2020","577","1394762","41.37"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","70","","577","1394762","41.37"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","70","2020","86","197123","43.63"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","70","","86","197123","43.63"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","70","2020","8","15803","50.62"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","70","","8","15803","50.62"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","70","2020","16","99255","16.12"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","70","","16","99255","16.12"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","71","2020","1302","1209242","107.67"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","71","","1302","1209242","107.67"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","71","2020","179","133506","134.08"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","71","","179","133506","134.08"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","71","2020","12","12861","93.31"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","71","","12","12861","93.31"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","71","2020","36","70782","50.86"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","71","","36","70782","50.86"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","71","2020","587","1361337","43.12"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","71","","587","1361337","43.12"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","71","2020","74","181712","40.72"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","71","","74","181712","40.72"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","71","2020","7","14752","47.45"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","71","","7","14752","47.45"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","71","2020","22","90540","24.3"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","71","","22","90540","24.3"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","72","2020","1340","1194841","112.15"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","72","","1340","1194841","112.15"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","72","2020","162","124450","130.17"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","72","","162","124450","130.17"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","72","2020","9","12012","74.93"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","72","","9","12012","74.93"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","72","2020","25","66795","37.43"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","72","","25","66795","37.43"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","72","2020","655","1349646","48.53"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","72","","655","1349646","48.53"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","72","2020","61","170929","35.69"
"Females","Black","United States","Both","All Ages","2020","2020","All Injury","72","","61","170929","35.69"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","72","2020","6","13918","43.11"
"Females","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","72","","6","13918","43.11"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","72","2020","28","84582","33.1"
"Females","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","72","","28","84582","33.1"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","73","2020","1404","1252517","112.09"
"Males","White","United States","Both","All Ages","2020","2020","All Injury","73","","1404","1252517","112.09"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","73","2020","155","115809","133.84"
"Males","Black","United States","Both","All Ages","2020","2020","All Injury","73","","155","115809","133.84"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","73","2020","19","12006","158.25"
"Males","Am Indian/AK Native","United States","Both","All Ages","2020","2020","All Injury","73","","19","12006","158.25"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","73","2020","31","61668","50.27"
"Males","Asian/Pac Islander","United States","Both","All Ages","2020","2020","All Injury","73","","31","61668","50.27"
"Females","White","United States","Both","All Ages","2020","2020","All Injury","73","2020","750","1422649","52.72"
